序号,股票代码,股票简称,最新价,涨跌幅,换手率,流入资金,流出资金,净额,成交额
2493,603931,格林达,31.59,0.10%,1.00%,2978.03万,3344.69万,-366.67万,6322.73万
2494,603707,健友股份,9.77,0.10%,1.01%,8323.56万,7687.36万,636.19万,1.60亿
2495,600958,东方证券,10.35,0.10%,0.89%,4.04亿,2.87亿,1.17亿,6.92亿
2496,600742,富维股份,9.68,0.10%,0.67%,2759.40万,2055.83万,703.58万,4815.23万
2497,600455,博通股份,29.13,0.10%,2.00%,2099.74万,1548.90万,550.85万,3648.64万
2498,300653,正海生物,20.78,0.10%,1.10%,2167.42万,1963.97万,203.44万,4131.39万
2499,300622,博士眼镜,30.06,0.10%,4.46%,9696.40万,1.12亿,-1484.03万,2.09亿
2500,300576,容大感光,40.0,0.10%,2.56%,1.14亿,1.24亿,-959.30万,2.39亿
2501,002706,良信股份,10.25,0.10%,2.93%,1.33亿,1.40亿,-680.71万,2.76亿
2502,002451,摩恩电气,10.3,0.10%,2.95%,6361.36万,7001.61万,-640.25万,1.34亿
2503,000998,隆平高科,9.89,0.10%,2.09%,1.29亿,1.42亿,-1319.61万,2.73亿
2504,000829,天音控股,10.31,0.10%,1.62%,8678.33万,8363.61万,314.72万,1.71亿
2505,301302,华如科技,23.21,0.09%,2.05%,3315.91万,3307.19万,8.72万,6623.10万
2506,688028,沃尔德,85.85,0.09%,3.26%,2.30亿,1.91亿,3870.98万,4.21亿
2507,688398,赛特新材,23.06,0.09%,1.92%,3973.53万,3557.18万,416.35万,7530.72万
2508,688606,奥泰生物,68.84,0.09%,0.34%,957.55万,880.32万,77.23万,1837.87万
2509,603085,天成自控,11.66,0.09%,1.18%,2993.63万,2486.37万,507.26万,5480.00万
2510,600876,凯盛新能,10.88,0.09%,1.17%,2717.01万,2319.67万,397.34万,5036.68万
2511,600452,涪陵电力,11.54,0.09%,2.83%,2.64亿,2.38亿,2558.27万,5.02亿
2512,300618,寒锐钴业,44.52,0.09%,2.97%,1.92亿,1.68亿,2455.71万,3.60亿
2513,300134,大富科技,11.67,0.09%,1.23%,5157.10万,5147.82万,9.28万,1.03亿
2514,002579,中京电子,11.46,0.09%,2.42%,7818.09万,8127.78万,-309.70万,1.62亿
2515,301505,苏州规划,25.11,0.08%,5.80%,6093.87万,5015.55万,1078.32万,1.11亿
2516,688215,瑞晟智能,71.66,0.08%,0.75%,1645.69万,1694.38万,-48.69万,3340.07万
2517,603390,通达电气,12.81,0.08%,1.06%,2606.69万,2176.85万,429.84万,4783.55万
2518,603733,仙鹤股份,24.57,0.08%,0.56%,5693.95万,4039.61万,1654.34万,9733.56万
2519,300559,佳发教育,12.0,0.08%,1.58%,3081.89万,2833.53万,248.36万,5915.41万
2520,300532,今天国际,12.06,0.08%,0.92%,2562.95万,2221.57万,341.39万,4784.53万
2521,600097,开创国际,12.29,0.08%,3.03%,4598.83万,4365.40万,233.43万,8964.23万
2522,300406,九强生物,13.22,0.08%,0.90%,2581.14万,2489.02万,92.13万,5070.16万
2523,300200,高盟新材,11.83,0.08%,3.06%,8136.92万,7123.65万,1013.26万,1.54亿
2524,002898,*ST赛隆,12.47,0.08%,3.55%,2266.99万,2283.28万,-16.29万,4576.70万
2525,002019,亿帆医药,12.11,0.08%,1.24%,6832.16万,5929.15万,903.00万,1.28亿
2526,001369,双欣环保,14.97,0.07%,3.12%,3801.58万,5496.48万,-1694.91万,9389.08万
2527,301206,三元生物,27.22,0.07%,1.39%,3109.02万,1826.78万,1282.24万,4935.80万
2528,300968,格林精密,13.71,0.07%,1.03%,3154.57万,2671.54万,483.03万,5826.11万
2529,603700,宁水集团,14.17,0.07%,1.26%,1783.80万,1802.34万,-18.54万,3586.15万
2530,603602,纵横通信,14.52,0.07%,3.94%,6315.42万,6856.80万,-541.38万,1.32亿
2531,603208,江山欧派,15.01,0.07%,1.21%,1911.67万,1318.12万,593.56万,3229.79万
2532,300555,ST路通,14.31,0.07%,1.45%,1909.77万,2179.90万,-270.13万,4089.66万
2533,301337,亚华电子,30.79,0.06%,4.19%,2625.65万,2149.97万,475.68万,4775.62万
2534,688401,路维光电,50.27,0.06%,1.30%,7242.86万,5353.54万,1889.32万,1.26亿
2535,301575,艾芬达,52.18,0.06%,3.29%,1331.85万,1496.88万,-165.04万,2828.73万
2536,300171,东富龙,16.09,0.06%,1.42%,6522.69万,6348.05万,174.64万,1.29亿
2537,300996,普联软件,16.92,0.06%,2.36%,4766.61万,4649.96万,116.65万,9416.56万
2538,300994,久祺股份,16.88,0.06%,1.74%,1991.41万,1445.96万,545.45万,3437.36万
2539,688268,华特气体,61.73,0.06%,1.17%,4278.29万,4423.40万,-145.12万,8701.69万
2540,688023,安恒信息,54.43,0.06%,2.94%,8090.85万,8361.05万,-270.20万,1.65亿
2541,601677,明泰铝业,15.96,0.06%,2.30%,2.39亿,2.10亿,2905.16万,4.50亿
2542,603898,好莱客,16.09,0.06%,1.49%,3420.91万,3978.46万,-557.55万,7399.38万
2543,688103,国力电子,62.0,0.06%,0.67%,2098.42万,1854.32万,244.10万,3952.75万
2544,688029,南微医学,81.05,0.06%,0.69%,6293.52万,4328.59万,1964.93万,1.06亿
2545,600598,北大荒,15.45,0.06%,1.81%,2.70亿,2.31亿,3914.29万,5.00亿
2546,600571,信雅达,15.75,0.06%,1.91%,7797.44万,6010.51万,1786.93万,1.38亿
2547,300705,九典制药,15.41,0.06%,1.52%,4135.72万,4554.67万,-418.95万,8690.39万
2548,300663,科蓝软件,17.1,0.06%,2.21%,8702.60万,8636.16万,66.44万,1.73亿
2549,002918,蒙娜丽莎,16.32,0.06%,2.65%,4686.69万,4514.07万,172.62万,9279.74万
2550,000933,神火股份,31.55,0.06%,1.62%,6.02亿,5.40亿,6201.63万,11.46亿
2551,000913,钱江摩托,15.76,0.06%,0.98%,3784.20万,3358.11万,426.10万,7214.38万
2552,301598,博科测试,66.4,0.05%,2.75%,1847.33万,1365.86万,481.47万,3213.19万
2553,688755,汉邦科技,40.33,0.05%,1.73%,716.13万,511.76万,204.38万,1227.89万
2554,603276,恒兴新材,18.24,0.05%,2.82%,1923.71万,1976.60万,-52.90万,3900.31万
2555,688758,赛分科技,18.88,0.05%,0.70%,2154.33万,1828.42万,325.90万,3982.75万
2556,688348,昱能科技,54.93,0.05%,2.40%,1.04亿,1.02亿,218.53万,2.05亿
2557,688768,容知日新,65.49,0.05%,1.61%,5064.53万,4175.48万,889.05万,9240.00万
2558,600861,北京人力,18.42,0.05%,0.88%,2923.61万,2995.74万,-72.13万,5919.34万
2559,603721,*ST天择,20.8,0.05%,0.96%,1240.44万,1353.42万,-112.98万,2593.87万
2560,601606,长城军工,44.08,0.05%,1.59%,2.69亿,2.35亿,3392.64万,5.05亿
2561,300192,科德教育,19.93,0.05%,2.04%,6296.31万,6729.44万,-433.14万,1.32亿
2562,002841,视源股份,38.39,0.05%,0.85%,8086.63万,8989.57万,-902.94万,1.71亿
2563,002626,金达威,19.01,0.05%,1.15%,6889.62万,6387.48万,502.14万,1.34亿
2564,002268,电科网安,19.47,0.05%,1.50%,1.16亿,1.31亿,-1459.80万,2.47亿
2565,000623,吉林敖东,18.95,0.05%,1.50%,1.56亿,1.84亿,-2804.14万,3.42亿
2566,603312,西典新能,45.74,0.04%,2.30%,2992.39万,2376.52万,615.86万,5368.91万
2567,688631,莱斯信息,67.73,0.04%,1.74%,3653.18万,3954.58万,-301.40万,7607.75万
2568,603057,紫燕食品,27.46,0.04%,0.81%,4506.33万,4671.51万,-165.18万,9177.84万
2569,688381,帝奥微,23.42,0.04%,1.12%,2357.11万,2696.13万,-339.02万,5053.23万
2570,301186,超达装备,49.33,0.04%,1.35%,2230.54万,2852.20万,-621.66万,5082.74万
2571,603389,*ST亚振,45.5,0.04%,0.55%,3329.41万,3348.18万,-18.78万,6677.59万
2572,002838,道恩股份,27.63,0.04%,0.61%,3404.78万,3620.84万,-216.06万,7141.66万
2573,002977,天箭科技,30.89,0.03%,3.79%,3588.79万,4192.15万,-603.36万,7780.94万
2574,301488,豪恩汽电,146.3,0.03%,4.30%,8121.71万,6616.88万,1504.83万,1.47亿
2575,301122,采纳股份,29.69,0.03%,1.40%,1768.47万,1386.89万,381.58万,3155.36万
2576,688083,中望软件,67.01,0.03%,1.13%,7000.35万,5876.09万,1124.26万,1.29亿
2577,605088,冠盛股份,39.66,0.03%,3.27%,1.14亿,1.45亿,-3142.67万,2.59亿
2578,603375,盛景微,37.65,0.03%,1.84%,2296.65万,2133.52万,163.13万,4430.17万
2579,300784,利安科技,57.02,0.02%,6.00%,2898.35万,2927.46万,-29.10万,5825.81万
2580,688326,经纬恒润,138.48,0.02%,2.09%,1.66亿,1.58亿,810.31万,3.24亿
2581,688166,博瑞医药,46.32,0.02%,1.18%,1.26亿,1.06亿,2040.56万,2.32亿
2582,300725,药石科技,41.11,0.02%,2.58%,1.05亿,1.11亿,-553.35万,2.16亿
2583,300054,鼎龙股份,43.44,0.02%,2.06%,3.38亿,3.17亿,2077.70万,6.64亿
2584,300965,恒宇信通,60.82,0.02%,0.95%,1620.86万,1582.42万,38.44万,3203.27万
2585,002970,锐明技术,72.75,0.01%,11.35%,5.12亿,5.01亿,1070.27万,10.13亿
2586,603021,ST华鹏,6.0,0.00%,3.78%,3679.66万,3550.01万,129.65万,7229.67万
2587,000931,中关村,5.2,0.00%,1.33%,2611.70万,2483.20万,128.50万,5228.20万
2588,000006,深振业A,9.0,0.00%,1.41%,8915.89万,8075.99万,839.90万,1.71亿
2589,000972,*ST中基,3.5,0.00%,0.93%,1324.13万,1161.14万,162.99万,2501.33万
2590,600930,华电新能,5.95,0.00%,1.30%,1.12亿,1.37亿,-2531.69万,2.50亿
2591,000639,西王食品,2.93,0.00%,3.66%,5269.55万,6211.71万,-942.16万,1.16亿
2592,000650,仁和药业,5.95,0.00%,2.76%,9915.15万,1.22亿,-2272.99万,2.22亿
2593,301565,中仑新材,24.27,0.00%,2.02%,3103.60万,3198.32万,-94.72万,6301.93万
2594,001217,华尔泰,12.79,0.00%,2.76%,6368.98万,5076.93万,1292.05万,1.17亿
2595,688721,龙图光罩,46.0,0.00%,1.78%,2132.52万,2242.95万,-110.43万,4375.48万
2596,002086,东方海洋,2.27,0.00%,1.64%,3398.44万,2507.25万,891.19万,5905.81万
2597,600658,电子城,5.31,0.00%,0.96%,2756.26万,2966.65万,-210.39万,5722.90万
2598,301370,国科恒泰,11.56,0.00%,0.83%,1510.14万,1600.74万,-90.61万,3110.88万
2599,301318,维海德,29.44,0.00%,1.63%,2333.14万,1336.81万,996.34万,3669.95万
2600,688511,*ST天微,27.0,0.00%,0.62%,832.77万,888.14万,-55.37万,1720.90万
2601,301277,新天地,12.76,0.00%,0.58%,1401.61万,1500.35万,-98.74万,2901.95万
2602,001298,好上好,30.21,0.00%,2.28%,6106.13万,5114.32万,991.81万,1.14亿
2603,002321,华英农业,2.38,0.00%,1.42%,2964.18万,4205.59万,-1241.40万,7170.01万
2604,301321,翰博高新,25.09,0.00%,6.61%,1.38亿,1.09亿,2935.44万,2.47亿
2605,002188,中天服务,7.28,0.00%,7.86%,7921.90万,6985.45万,936.45万,1.49亿
2606,301233,盛帮股份,55.11,0.00%,2.55%,2100.42万,1886.12万,214.30万,3986.54万
2607,301601,惠通科技,28.43,0.00%,1.29%,1441.65万,1665.99万,-224.33万,3107.64万
2608,002614,奥佳华,7.03,0.00%,2.78%,4250.73万,4312.13万,-61.41万,8640.32万
2609,301275,汉朔科技,58.7,0.00%,5.43%,4667.27万,6084.02万,-1416.75万,1.08亿
2610,600696,*ST岩石,1.97,0.00%,2.66%,866.96万,893.15万,-26.19万,1760.11万
2611,301048,金鹰重工,11.51,0.00%,0.59%,1883.31万,1764.50万,118.81万,3647.81万
2612,600935,华塑股份,2.78,0.00%,1.02%,4953.43万,4992.87万,-39.44万,9946.30万
2613,002482,广田集团,1.73,0.00%,1.25%,4064.68万,4090.89万,-26.21万,8155.87万
2614,301090,华润材料,7.54,0.00%,0.46%,2833.71万,2298.47万,535.23万,5132.19万
2615,600408,安泰集团,3.79,0.00%,5.08%,9228.58万,9955.56万,-726.98万,1.92亿
2616,688087,英科再生,31.5,0.00%,0.47%,1412.21万,1383.44万,28.77万,2795.65万
2617,300198,ST纳川,2.78,0.00%,1.15%,1486.98万,1707.75万,-220.77万,3262.19万
2618,002997,瑞鹄模具,34.77,0.00%,1.17%,4084.21万,4387.36万,-303.16万,8471.58万
2619,688004,博汇科技,23.9,0.00%,2.06%,1937.80万,2003.80万,-66.00万,3941.59万
2620,300029,*ST天龙,5.68,0.00%,2.43%,1233.46万,1520.99万,-287.53万,2754.44万
2621,300867,圣元环保,18.99,0.00%,1.29%,2507.16万,2200.69万,306.48万,4707.85万
2622,688128,中国电研,29.26,0.00%,0.44%,3057.39万,2160.80万,896.59万,5218.18万
2623,300926,博俊科技,29.58,0.00%,1.51%,6347.73万,6924.16万,-576.43万,1.33亿
2624,688696,极米科技,95.65,0.00%,1.62%,5483.97万,5387.06万,96.92万,1.09亿
2625,688561,奇安信,34.56,0.00%,1.04%,1.14亿,1.32亿,-1848.23万,2.46亿
2626,605368,蓝天燃气,8.27,0.00%,0.61%,1556.46万,2064.02万,-507.56万,3620.48万
2627,605166,聚合顺,10.9,0.00%,1.61%,2575.31万,3012.88万,-437.57万,5588.19万
2628,688620,安凯微,11.48,0.00%,2.16%,2341.88万,3414.55万,-1072.67万,5756.44万
2629,603551,奥普科技,11.69,0.00%,0.78%,1719.39万,1741.09万,-21.70万,3460.47万
2630,688098,申联生物,9.35,0.00%,0.64%,1278.52万,1181.04万,97.48万,2459.56万
2631,603366,日出东方,9.71,0.00%,1.77%,6241.52万,7656.53万,-1415.02万,1.39亿
2632,603439,三力制药,12.12,0.00%,1.67%,3382.29万,4862.54万,-1480.25万,8244.83万
2633,600794,保税科技,3.79,0.00%,0.83%,1986.47万,1787.26万,199.21万,3773.73万
2634,002651,利君股份,10.88,0.00%,1.35%,4060.54万,4132.75万,-72.21万,8288.92万
2635,601992,金隅集团,2.1,0.00%,2.00%,1.80亿,1.68亿,1207.00万,3.49亿
2636,603817,海峡环保,7.05,0.00%,1.72%,3166.10万,3742.72万,-576.62万,6908.83万
2637,603828,ST柯利达,6.87,0.00%,0.35%,743.37万,694.75万,48.62万,1438.13万
2638,603803,瑞斯康达,10.07,0.00%,1.88%,4131.82万,3948.61万,183.21万,8080.43万
2639,603535,嘉诚国际,9.99,0.00%,0.51%,1202.27万,1409.63万,-207.36万,2611.90万
2640,603466,风语筑,9.05,0.00%,2.68%,7030.73万,7327.06万,-296.33万,1.44亿
2641,603300,海南华铁,7.14,0.00%,2.41%,1.62亿,1.82亿,-2001.10万,3.44亿
2642,603229,奥翔药业,9.82,0.00%,0.78%,2983.02万,3374.03万,-391.01万,6357.05万
2643,603197,保隆科技,35.55,0.00%,0.99%,4140.23万,3396.53万,743.71万,7536.75万
2644,002755,奥赛康,16.18,0.00%,0.88%,7202.71万,6189.04万,1013.66万,1.34亿
2645,601727,上海电气,8.61,0.00%,0.61%,3.26亿,3.35亿,-950.06万,6.61亿
2646,601577,长沙银行,9.91,0.00%,0.49%,1.08亿,8939.72万,1877.02万,1.98亿
2647,601377,兴业证券,6.9,0.00%,0.98%,3.18亿,2.65亿,5329.68万,5.83亿
2648,601229,上海银行,9.77,0.00%,0.38%,2.57亿,2.68亿,-1077.30万,5.25亿
2649,601228,广州港,3.47,0.00%,0.35%,4473.06万,4771.31万,-298.25万,9244.39万
2650,601169,北京银行,5.4,0.00%,0.67%,3.30亿,4.32亿,-1.01亿,7.62亿
2651,601139,深圳燃气,6.8,0.00%,0.40%,4038.46万,3821.57万,216.89万,7860.03万
2652,601101,昊华能源,7.74,0.00%,1.04%,6000.22万,5609.38万,390.85万,1.16亿
2653,600995,南网储能,13.37,0.00%,0.55%,1.30亿,1.07亿,2258.39万,2.37亿
2654,600981,苏豪汇鸿,3.44,0.00%,1.32%,4600.49万,5593.64万,-993.15万,1.02亿
2655,600967,内蒙一机,16.68,0.00%,0.99%,1.27亿,1.55亿,-2816.05万,2.82亿
2656,600960,渤海汽车,5.15,0.00%,1.13%,2624.13万,2916.19万,-292.06万,5540.31万
2657,600939,重庆建工,3.17,0.00%,0.60%,1942.19万,1665.82万,276.37万,3608.01万
2658,600917,重庆燃气,5.72,0.00%,0.43%,1643.63万,2158.49万,-514.86万,3802.13万
2659,600886,国投电力,13.07,0.00%,0.16%,7694.59万,7698.42万,-3.83万,1.54亿
2660,600881,亚泰集团,1.79,0.00%,0.73%,1803.65万,2459.50万,-655.84万,4263.15万
2661,600812,华北制药,5.58,0.00%,0.91%,4417.41万,4331.65万,85.76万,8749.07万
2662,600787,中储股份,5.82,0.00%,1.40%,9813.59万,7918.79万,1894.80万,1.77亿
2663,600734,实达集团,4.41,0.00%,3.48%,1.55亿,1.78亿,-2372.14万,3.33亿
2664,688619,罗普特,14.09,0.00%,1.02%,1336.46万,1327.22万,9.25万,2663.68万
2665,600653,申华控股,1.92,0.00%,1.00%,2074.09万,1677.08万,397.01万,3751.17万
2666,600636,*ST国化,8.83,0.00%,1.01%,2158.29万,1723.94万,434.35万,3882.22万
2667,600613,神奇制药,6.37,0.00%,2.65%,3804.39万,4395.46万,-591.07万,8199.85万
2668,600581,八一钢铁,2.91,0.00%,1.79%,3558.21万,4404.96万,-846.75万,7963.17万
2669,600572,康恩贝,4.54,0.00%,3.45%,1.83亿,2.20亿,-3646.90万,4.03亿
2670,600567,山鹰国际,1.63,0.00%,0.84%,4752.57万,3846.96万,905.61万,8599.53万
2671,600495,晋西车轴,4.82,0.00%,0.68%,1783.54万,2175.96万,-392.42万,3959.50万
2672,600483,福能股份,9.18,0.00%,0.44%,5864.53万,5380.18万,484.35万,1.12亿
2673,600439,瑞贝卡,2.8,0.00%,1.37%,2197.35万,2172.50万,24.85万,4369.84万
2674,600388,龙净环保,18.14,0.00%,1.46%,1.86亿,1.52亿,3378.67万,3.38亿
2675,600365,ST通葡,3.14,0.00%,1.16%,480.82万,1067.95万,-587.13万,1548.78万
2676,600279,重庆港,5.44,0.00%,0.79%,3065.03万,2006.77万,1058.26万,5071.80万
2677,600271,航天信息,10.14,0.00%,1.77%,1.68亿,1.65亿,323.21万,3.33亿
2678,600257,大湖股份,7.11,0.00%,2.72%,4885.90万,4454.71万,431.19万,9340.62万
2679,600212,绿能慧充,7.72,0.00%,1.25%,1978.58万,3164.86万,-1186.28万,5143.44万
2680,600178,东安动力,12.46,0.00%,0.61%,1680.78万,1868.49万,-187.71万,3549.27万
2681,600732,爱旭股份,13.67,0.00%,3.53%,4.37亿,4.34亿,337.79万,8.71亿
2682,600130,*ST波导,4.3,0.00%,1.20%,1563.72万,2313.79万,-750.07万,3877.51万
2683,600027,华电国际,4.87,0.00%,0.54%,1.03亿,1.21亿,-1760.59万,2.24亿
2684,600020,中原高速,4.08,0.00%,0.59%,3106.35万,2304.83万,801.52万,5411.18万
2685,600015,华夏银行,6.58,0.00%,0.41%,2.08亿,2.10亿,-172.76万,4.18亿
2686,300730,科创信息,12.76,0.00%,2.70%,3402.09万,3285.66万,116.43万,6687.76万
2687,300649,杭州园林,14.98,0.00%,2.75%,2517.76万,1881.78万,635.98万,4399.55万
2688,300591,万里马,8.91,0.00%,6.16%,8512.58万,1.08亿,-2238.76万,1.93亿
2689,300587,天铁科技,6.11,0.00%,1.48%,5308.85万,4232.10万,1076.76万,9541.07万
2690,300531,优博讯,17.35,0.00%,1.29%,3484.44万,3432.99万,51.45万,6917.43万
2691,300425,中建环能,5.26,0.00%,1.10%,1843.89万,2111.16万,-267.27万,3955.06万
2692,300423,昇辉科技,9.45,0.00%,12.43%,1.94亿,1.92亿,222.24万,3.92亿
2693,300939,秋田微,34.93,0.00%,1.54%,3120.91万,3350.96万,-230.06万,6471.87万
2694,300197,节能铁汉,1.78,0.00%,0.96%,2598.55万,2474.56万,123.99万,5073.11万
2695,300079,数码视讯,5.99,0.00%,3.86%,1.55亿,1.40亿,1496.31万,2.97亿
2696,300020,ST银江,4.27,0.00%,1.49%,1897.90万,2984.12万,-1086.21万,4882.02万
2697,003816,中国广核,3.92,0.00%,0.33%,2.49亿,2.61亿,-1215.30万,5.13亿
2698,002958,青农商行,3.15,0.00%,1.42%,1.40亿,1.04亿,3612.65万,2.44亿
2699,002936,郑州银行,1.92,0.00%,1.89%,1.31亿,1.19亿,1169.11万,2.55亿
2700,002858,力盛体育,16.36,0.00%,3.71%,4318.79万,4592.44万,-273.65万,8911.23万
2701,002829,星网宇达,26.32,0.00%,2.81%,5601.09万,5108.27万,492.82万,1.08亿
2702,002801,微光股份,34.55,0.00%,1.38%,2706.99万,2764.96万,-57.97万,5516.17万
2703,600883,博闻科技,8.86,0.00%,3.08%,3319.41万,3146.13万,173.28万,6465.53万
2704,002694,顾地科技,3.43,0.00%,3.03%,3323.60万,4000.12万,-676.53万,7478.00万
2705,002671,龙泉股份,5.83,0.00%,2.26%,3674.64万,3558.80万,115.84万,7306.27万
2706,002598,山东章鼓,10.03,0.00%,1.74%,2507.07万,2330.90万,176.17万,4926.54万
2707,002590,万安科技,14.74,0.00%,1.57%,6100.83万,5303.90万,796.92万,1.15亿
2708,002564,天沃科技,7.41,0.00%,0.96%,3020.40万,3079.59万,-59.20万,6155.06万
2709,002542,中化岩土,3.39,0.00%,1.06%,3067.19万,3163.16万,-95.97万,6310.53万
2710,002523,天桥起重,4.46,0.00%,1.68%,4730.59万,5827.88万,-1097.29万,1.06亿
2711,002448,中原内配,13.41,0.00%,3.19%,9145.53万,1.03亿,-1137.85万,1.94亿
2712,002425,凯撒文化,3.84,0.00%,1.60%,3254.47万,2582.18万,672.29万,5840.02万
2713,002334,英威腾,9.65,0.00%,6.97%,2.55亿,2.39亿,1601.49万,4.95亿
2714,002329,皇氏集团,3.87,0.00%,3.20%,4498.72万,3558.70万,940.02万,8058.20万
2715,002252,上海莱士,6.32,0.00%,0.35%,6663.96万,7931.44万,-1267.48万,1.46亿
2716,002237,恒邦股份,17.3,0.00%,5.54%,6.24亿,5.11亿,1.13亿,11.36亿
2717,002226,江南化工,6.15,0.00%,1.18%,1.09亿,8338.24万,2545.33万,1.92亿
2718,002198,嘉应制药,6.93,0.00%,3.48%,5804.71万,6660.16万,-855.45万,1.25亿
2719,002191,劲嘉股份,3.95,0.00%,0.67%,1723.91万,2104.98万,-381.07万,3832.84万
2720,002123,梦网科技,11.68,0.00%,2.15%,9404.30万,8699.54万,704.76万,1.81亿
2721,002101,广东鸿图,12.12,0.00%,0.74%,3055.74万,2942.89万,112.85万,5999.12万
2722,002017,东信和平,22.63,0.00%,2.30%,1.63亿,1.40亿,2332.10万,3.03亿
2723,002012,凯恩股份,6.72,0.00%,4.38%,6834.62万,6894.12万,-59.50万,1.37亿
2724,000926,福星股份,2.3,0.00%,1.80%,3496.74万,2981.05万,515.69万,6529.69万
2725,000828,东莞控股,10.9,0.00%,0.50%,2730.06万,2847.74万,-117.68万,5724.48万
2726,000790,华神科技,4.05,0.00%,3.48%,3507.76万,5249.33万,-1741.57万,8855.89万
2727,000785,居然智家,2.99,0.00%,1.06%,9888.62万,8700.45万,1188.17万,1.87亿
2728,000731,四川美丰,6.85,0.00%,1.23%,2470.71万,2141.60万,329.12万,4663.52万
2729,000717,中南股份,2.58,0.00%,1.02%,2865.74万,3473.45万,-607.70万,6378.19万
2730,000659,珠海中富,4.42,0.00%,2.05%,5532.60万,6041.41万,-508.81万,1.17亿
2731,000656,*ST金科,1.44,0.00%,1.04%,6256.68万,5118.64万,1138.04万,1.14亿
2732,000576,甘化科工,10.63,0.00%,1.62%,3698.99万,3769.51万,-70.52万,7495.50万
2733,000521,长虹美菱,6.63,0.00%,0.84%,2563.36万,2282.04万,281.32万,4895.72万
2734,000090,天健集团,3.98,0.00%,1.50%,4720.93万,6095.43万,-1374.50万,1.11亿
2735,301552,科力装备,40.1,-0.02%,3.77%,1767.40万,1831.94万,-64.54万,3599.34万
2736,603341,龙旗科技,44.52,-0.02%,2.36%,1.35亿,1.45亿,-960.22万,2.80亿
2737,300837,浙矿股份,44.65,-0.02%,5.56%,9389.83万,9352.36万,37.48万,1.87亿
2738,301567,贝隆精密,47.44,-0.02%,4.65%,2582.53万,2117.09万,465.44万,4699.63万
2739,301533,威马农机,37.8,-0.03%,4.48%,1869.54万,2969.72万,-1100.19万,4839.26万
2740,301503,智迪科技,39.29,-0.03%,2.70%,2012.51万,1448.73万,563.78万,3461.24万
2741,605589,圣泉集团,29.1,-0.03%,1.08%,1.55亿,1.12亿,4325.19万,2.67亿
2742,605258,协和电子,33.18,-0.03%,1.90%,3041.32万,2526.70万,514.62万,5568.01万
2743,688300,联瑞新材,59.83,-0.03%,1.28%,7891.85万,1.08亿,-2863.02万,1.86亿
2744,688208,道通科技,34.29,-0.03%,1.05%,1.21亿,1.22亿,-74.77万,2.42亿
2745,300552,万集科技,32.26,-0.03%,4.84%,1.10亿,1.04亿,589.84万,2.15亿
2746,301633,港迪技术,67.74,-0.04%,1.25%,947.70万,1220.01万,-272.31万,2167.71万
2747,001296,长江材料,27.6,-0.04%,3.26%,3358.29万,3525.02万,-166.74万,6936.28万
2748,688717,艾罗能源,95.07,-0.04%,4.99%,2.45亿,2.25亿,1988.19万,4.70亿
2749,301329,信音电子,24.5,-0.04%,4.61%,3477.33万,3328.36万,148.97万,6805.70万
2750,002189,中光学,22.61,-0.04%,1.10%,2993.51万,3493.72万,-500.20万,6498.77万
2751,688107,安路科技,28.29,-0.04%,1.15%,6053.87万,6960.79万,-906.93万,1.30亿
2752,300428,立中集团,22.49,-0.04%,1.21%,8685.60万,7430.10万,1255.50万,1.63亿
2753,002990,盛视科技,27.23,-0.04%,1.44%,2376.11万,2817.48万,-441.37万,5254.31万
